date,asset,ctb,strategy
2021-01-29,VNQ,0.5869855193825486,ERC
2021-02-26,VNQ,0.5910394327010992,ERC
2021-03-31,VNQ,0.5861282998716437,ERC
2021-04-30,VNQ,0.5877802986263098,ERC
2021-05-28,VNQ,0.5913626332517249,ERC
2021-06-30,VNQ,0.5904864977162292,ERC
2021-07-30,VNQ,0.5892385533628545,ERC
2021-08-31,VNQ,0.5875710145145624,ERC
2021-09-30,VNQ,0.583051208988803,ERC
2021-10-29,VNQ,0.5821242690185251,ERC
2021-11-30,VNQ,0.582280108903979,ERC
2021-12-31,VNQ,0.5797557344452378,ERC
2022-01-31,VNQ,0.5811389180191963,ERC
2022-02-28,VNQ,0.5832193720793065,ERC
2022-03-31,VNQ,0.5763941572431102,ERC
2022-04-29,VNQ,0.5754209258126018,ERC
2022-05-31,VNQ,0.5815880857308876,ERC
2022-06-30,VNQ,0.594335363770287,ERC
2022-07-29,VNQ,0.5969577969336463,ERC
2022-08-31,VNQ,0.6004977313633945,ERC
2022-09-30,VNQ,0.6078276398374413,ERC
2022-10-31,VNQ,0.6133546856329494,ERC
2022-11-30,VNQ,0.6222797981130185,ERC
2022-12-30,VNQ,0.625859625208104,ERC
2023-01-31,VNQ,0.6293398477944249,ERC
2023-02-28,VNQ,0.6311537005333966,ERC
2023-03-31,VNQ,0.6239217382819124,ERC
2023-04-28,VNQ,0.6220787125800532,ERC
2023-05-31,VNQ,0.6222414156761444,ERC
2023-06-30,VNQ,0.6196945958411166,ERC
2023-07-31,VNQ,0.6205540375870175,ERC
2023-08-31,VNQ,0.623241993224302,ERC
2023-09-29,VNQ,0.6251392811753697,ERC
2023-10-31,VNQ,0.6307748178966976,ERC
2023-11-30,VNQ,0.6376407294159325,ERC
2023-12-29,VNQ,0.6438328325564809,ERC
2024-01-31,VNQ,0.6449037113337868,ERC
2024-02-29,VNQ,0.6479315131700191,ERC
2024-03-28,VNQ,0.6489454765561794,ERC
2024-04-30,VNQ,0.6511312847695135,ERC
2024-05-31,VNQ,0.6538737006635018,ERC
2024-06-28,VNQ,0.6552688431249154,ERC
2024-07-31,VNQ,0.654904313680982,ERC
2024-08-30,VNQ,0.6534341611309963,ERC
2024-09-30,VNQ,0.6505179046747961,ERC
2024-10-31,VNQ,0.6499456956035445,ERC
2024-11-29,VNQ,0.6517028564597286,ERC
2024-12-31,VNQ,0.6536034124659192,ERC
2025-01-31,VNQ,0.653626115155927,ERC
2025-02-28,VNQ,0.6543688916371967,ERC
2025-03-31,VNQ,0.6566665662909105,ERC
2025-04-30,VNQ,0.6636488429086904,ERC
2025-05-30,VNQ,0.6666966280822928,ERC
2025-06-30,VNQ,0.6711392461946163,ERC
2025-07-31,VNQ,0.6735739486242384,ERC
2025-08-29,VNQ,0.673988613096533,ERC
2025-09-30,VNQ,0.674606060867948,ERC
2025-10-31,VNQ,0.6740627870711718,ERC
